City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,nha trang,12.25,109.1833,32.0,52,100,3.91,VN,1724384869
364,mount pearl,47.5166,-52.7813,11.85,93,40,2.06,CA,1724385153
365,al bawiti,28.3492,28.8659,26.56,60,0,2.69,EG,1724385154
366,tunceli,39.1083,39.5471,25.77,31,0,1.34,TR,1724385157
367,tamanrasset,22.785,5.5228,28.95,24,0,8.75,DZ,1724385158
368,dryden,49.7833,-92.7503,18.16,94,100,4.12,CA,1724385159
369,cabezon de la sal,43.3089,-4.2302,17.26,84,69,2.1,ES,1724385160
370,bilozerka,46.6248,32.4425,20.84,68,28,5.8,UA,1724385161
371,las animas,-39.8087,-73.2182,5.08,100,100,0.87,CL,1724385162
372,tahe,52.3333,124.7333,23.91,42,1,3.79,CN,1724385163
373,qalat,32.1058,66.9083,26.02,8,0,0.65,AF,1724385164
374,korgan,40.8247,37.3467,19.25,92,37,0.36,TR,1724385166
375,cotonou,6.3654,2.4183,24.99,88,40,7.72,BJ,1724385168
376,campbell river,50.0163,-125.2446,19.21,68,75,1.54,CA,1724385169
377,porbandar,21.6422,69.6093,29.04,74,98,3.78,IN,1724385170
378,baharly,38.4362,57.4316,30.95,17,0,1.02,TM,1724385171
379,santiago de cuba,20.0247,-75.8219,26.06,83,20,3.09,CU,1724385172
380,rio preto da eva,-2.6994,-59.6997,24.7,43,12,0.39,BR,1724385173
381,caleta olivia,-46.4393,-67.5281,5.75,75,100,1.9,AR,1724385175
382,tukrah,32.5341,20.5791,26.64,76,8,3.96,LY,1724385176
383,bubaque,11.2833,-15.8333,26.73,83,80,7.4,GW,1724385177
384,fortuna,40.5982,-124.1573,14.64,97,0,2.57,US,1724385177
385,guerrero negro,27.9769,-114.0611,21.29,81,2,6.44,MX,1724385179
386,cianorte,-23.6633,-52.605,20.19,36,0,1.81,BR,1724385180
387,vaxjo,56.8777,14.8091,15.03,94,100,4.12,SE,1724385181
388,kilju,40.9642,129.3278,30.86,62,1,5.07,KP,1724385182
389,slave lake,55.2834,-114.769,14.99,82,0,5.14,CA,1724384597
390,rio grande,-32.035,-52.0986,11.76,88,100,6.76,BR,1724385186
391,ambert,45.55,3.75,14.54,57,8,1.19,FR,1724385187
392,pochinki,54.6988,44.8668,15.49,71,44,2.69,RU,1724385188
393,taroa,8.7058,171.2275,28.07,78,83,2.9,MH,1724385189
394,praia da vitoria,38.7333,-27.0667,25.14,83,40,3.25,PT,1724385190
395,temiskaming shores,47.4938,-79.7153,13.89,67,12,1.87,CA,1724385191
396,zapala,-38.8992,-70.0544,3.22,51,100,3.15,AR,1724385192
397,birao,10.2849,22.7882,21.0,98,100,1.38,CF,1724385194
398,angra do heroismo,38.65,-27.2167,25.34,92,40,0.45,PT,1724385195
399,campos belos,-13.0367,-46.7717,21.58,34,0,1.32,BR,1724385196
400,muravlenko,63.7898,74.523,11.13,76,98,2.76,RU,1724385197
401,hilo,19.7297,-155.09,25.06,97,100,1.54,US,1724385198
402,hinton,53.4001,-117.5857,13.41,72,59,1.14,CA,1724385199
403,obigarm,38.7173,69.7088,21.59,28,4,0.8,TJ,1724385200
404,masterton,-40.9597,175.6575,12.64,72,100,5.66,NZ,1724385201
405,turochak,52.2576,87.1224,20.87,55,1,1.7,RU,1724385202
406,princeville,45.7668,-61.2985,15.94,92,0,1.03,CA,1724385204
407,port-vila,-17.7338,168.3219,25.78,78,75,8.23,VU,1724385205
408,gillette,44.2911,-105.5022,24.51,35,0,5.66,US,1724385056
409,staunton,38.1496,-79.0717,14.05,89,0,0.0,US,1724385120
410,al fuwayliq,26.4432,43.2534,33.87,16,59,1.97,SA,1724385208
411,winnemucca,40.973,-117.7357,23.03,13,0,2.06,US,1724385209
412,linhares,-19.3911,-40.0722,19.63,97,6,1.02,BR,1724385138
413,focuri,47.35,27.2167,16.58,68,50,2.41,RO,1724385211
414,enriquillo,17.9,-71.2333,26.21,85,100,4.78,DO,1724385213
415,kidal,18.4411,1.4078,32.93,34,100,1.75,ML,1724385214
416,saquarema,-22.92,-42.5103,19.18,88,1,5.0,BR,1724385215
417,sandnessjoen,66.0217,12.6316,12.06,87,75,5.66,NO,1724385216
418,kalavad,22.2167,70.3833,29.43,69,79,3.66,IN,1724385217
419,lobujya,27.95,86.8167,4.34,88,99,2.22,NP,1724385218
420,loreto,22.2667,-101.9667,17.67,63,29,9.06,MX,1724385219
421,kristiansund,63.1115,7.732,12.36,94,75,2.06,NO,1724385220
422,coquimbo,-29.9533,-71.3436,8.85,75,20,2.57,CL,1724385090
423,plavsk,53.7094,37.2919,19.1,79,75,3.11,RU,1724385223
424,kawm umbu,24.4767,32.9463,31.76,24,5,4.82,EG,1724385224
425,biltine,14.5333,20.9167,24.23,82,42,2.62,TD,1724385225
426,qarazhal,48.0078,70.7903,21.93,30,0,5.51,KZ,1724385226
427,serowe,-22.3833,26.7167,12.42,75,100,8.34,BW,1724385227
428,simpang,-1.2667,104.0833,30.62,62,91,1.98,ID,1724385228
429,gebeit,21.0667,36.3167,27.91,52,78,4.48,SD,1724385229
430,verkhovyna,48.1557,24.7911,10.14,87,67,1.12,UA,1724385230
431,whitehorse,60.7161,-135.0538,9.06,97,100,3.09,CA,1724385232
432,kasongo,-4.45,26.6667,21.96,51,36,0.45,CD,1724385233
433,faya-largeau,17.9257,19.1043,31.52,54,71,3.85,TD,1724385234
434,kapuskasing,49.4169,-82.4331,18.05,94,40,2.57,CA,1724384942
435,sao vicente,-23.9631,-46.3919,23.61,43,0,2.97,BR,1724385236
436,soata,6.3337,-72.6828,9.3,86,86,2.0,CO,1724385237
437,aral,40.5156,81.2636,23.17,52,100,0.96,CN,1724385238
438,ankazoabo,-22.2833,44.5167,15.96,86,4,5.82,MG,1724385239
439,olavarria,-36.8927,-60.3225,1.79,94,53,2.98,AR,1724385240
440,i-n-salah,27.1935,2.4607,32.88,17,0,7.38,DZ,1724385242
441,junin,-34.5838,-60.9433,2.8,89,0,2.97,AR,1724385243
442,tazacorte,28.629,-17.9293,22.54,73,100,6.69,ES,1724385244
443,quang ngai,15.1167,108.8,37.73,38,100,2.68,VN,1724385246
444,deqen,29.9618,90.7188,15.76,52,72,2.67,CN,1724385247
445,castillos,-34.1667,-53.8333,8.81,88,100,5.7,UY,1724385250
446,majene,-3.5403,118.9707,30.18,55,72,5.22,ID,1724385252
447,lhasa,29.65,91.1,19.29,47,42,2.8,CN,1724385067
448,sydney,-33.8679,151.2073,23.02,45,0,3.09,AU,1724385098
449,amga,60.8953,131.9608,22.84,48,85,1.12,RU,1724385255
450,port douglas,-16.4833,145.4667,24.26,79,100,4.4,AU,1724385256
451,kolwezi,-10.7148,25.4667,12.59,40,0,2.77,CD,1724385257
452,luganville,-15.5333,167.1667,26.09,72,100,6.19,VU,1724385259
453,par naogaon,24.8029,88.9508,26.57,89,100,5.23,BD,1724385260
454,takoradi,4.8845,-1.7554,23.41,92,97,4.16,GH,1724385021
455,kendari,-3.945,122.4989,27.5,78,91,1.84,ID,1724385263
456,puerto deseado,-47.7503,-65.8938,4.07,68,93,3.52,AR,1724385264
457,megion,61.0296,76.1136,18.01,59,38,2.68,RU,1724385265
458,asau,46.4333,26.4,14.56,73,49,1.29,RO,1724385266
459,kolonia town,6.964,158.206,32.0,70,75,2.57,FM,1724385268
460,yeysk,46.6989,38.2792,24.14,56,4,3.24,RU,1724385269
461,taro,-8.3862,115.28,27.84,53,78,2.17,ID,1724385270
462,guarapari,-20.6667,-40.4975,20.32,86,5,5.28,BR,1724385271
463,bedele,8.456,36.353,10.87,95,93,0.62,ET,1724385272
464,stuttgart,48.7823,9.177,12.81,91,0,0.0,DE,1724385099
465,ribas do rio pardo,-20.4431,-53.7592,23.74,28,2,2.08,BR,1724385274
466,richmond,37.5538,-77.4603,17.38,87,0,0.0,US,1724385275
467,dabou,5.3256,-4.3769,23.34,92,99,4.63,CI,1724385276
468,timimoun,29.2639,0.231,33.21,21,0,7.2,DZ,1724385278
469,tieli,46.95,128.05,23.51,66,0,5.0,CN,1724385279
470,extrema,-22.8547,-46.3183,16.68,44,0,2.4,BR,1724385281
471,rudsar,37.1376,50.288,27.66,68,50,1.4,IR,1724385282
472,caleta de carquin,-11.0925,-77.6267,16.24,90,94,4.19,PE,1724385283
473,nguruka,-5.1092,31.0419,21.99,39,79,2.41,TZ,1724385284
474,sao raimundo nonato,-9.0153,-42.6994,23.96,53,0,3.08,BR,1724385285
475,dalandzadgad,43.5708,104.425,26.51,24,5,4.48,MN,1724385287
476,queenstown,-31.8976,26.8753,2.23,85,10,1.37,ZA,1724385019
477,beau vallon,-20.4189,57.6953,19.13,94,40,0.51,MU,1724385289
478,mao,39.8885,4.2658,24.31,88,20,2.06,ES,1724385290
479,mawu,34.4307,104.9176,22.64,69,72,2.64,CN,1724385291
480,melfort,52.8667,-104.6177,16.07,72,10,1.54,CA,1724385292
481,birjand,32.8663,59.2211,19.26,20,0,2.06,IR,1724385293
482,ilhabela,-23.7781,-45.3581,22.28,52,0,2.06,BR,1724385294
483,khorixas,-20.3667,14.9667,18.28,14,0,2.93,NA,1724385296
484,al jubayl,27.0112,49.6583,33.15,64,0,1.62,SA,1724385297
485,la paz,-16.5,-68.15,9.76,32,89,1.79,BO,1724384839
486,anzio,41.4853,12.6179,25.8,85,0,2.42,IT,1724385300
487,mar del plata,-38.0023,-57.5575,7.83,92,100,5.36,AR,1724384627
488,znamenskoye,57.1281,73.8282,15.08,95,100,3.01,RU,1724385302
489,aginskoye,51.1,114.53,21.1,38,100,4.72,RU,1724385303
490,betul,21.9153,77.8961,26.26,79,99,3.13,IN,1724385305
491,kavarna,43.4333,28.3333,21.99,72,7,4.88,BG,1724385306
492,grand falls-windsor,48.9332,-55.6649,12.86,92,45,2.45,CA,1724385307
493,hami,42.8,93.45,33.95,12,2,1.59,CN,1724385308
494,yeppoon,-23.1333,150.7333,22.53,62,0,2.98,AU,1724385309
495,thurso,58.5927,-3.5259,11.14,78,84,1.84,GB,1724385310
496,natal,-5.795,-35.2094,23.36,94,40,5.66,BR,1724385308
497,vorgashor,67.5833,63.95,8.39,80,100,0.6,RU,1724385312
498,grootfontein,-19.5667,18.1167,5.76,31,0,0.51,NA,1724385313
499,qamdo,31.1667,97.2333,17.23,44,20,2.47,CN,1724385315
500,bardai,11.65,7.2333,20.86,93,100,2.83,NG,1724385316
501,machico,32.7,-16.7667,22.35,68,20,6.17,PT,1724385317
502,selkirk,50.1436,-96.8845,16.77,95,2,3.35,CA,1724385319
503,walvis bay,-22.9575,14.5053,12.58,92,0,3.23,NA,1724385320
504,sofifi,0.7349,127.576,28.57,76,99,3.11,ID,1724385321
505,almodovar del campo,38.7094,-4.1791,21.74,27,0,1.33,ES,1724385322
506,urangan,-25.3,152.9,20.48,71,0,2.55,AU,1724385324
507,pakuranga,-36.8833,174.9167,17.4,67,20,6.69,NZ,1724385325
508,daru,-9.0763,143.2092,26.57,87,96,8.18,PG,1724385326
509,wabag,-5.4781,143.7021,17.88,92,100,0.69,PG,1724385327
510,hadibu,12.65,54.0333,26.13,79,99,6.76,YE,1724385328
511,al ain city,24.1917,55.7606,30.79,58,0,4.12,AE,1724385176
512,dhidhdhoo,6.8833,73.1,27.46,78,99,3.08,MV,1724385330
513,essaouira,31.5125,-9.77,19.72,82,0,4.12,MA,1724385331
514,whakatane,-37.9585,176.9854,15.28,86,100,1.34,NZ,1724385333
515,nemuro,43.3236,145.575,20.32,94,100,11.39,JP,1724385334
516,belmonte,-15.8631,-38.8828,22.29,88,25,3.18,BR,1724385335
517,kill devil hills,36.0307,-75.676,22.77,58,0,3.09,US,1724385336
518,kavieng,-2.5744,150.7967,28.15,79,94,6.06,PG,1724385337
519,coaldale,49.7167,-112.6185,17.34,59,20,4.12,CA,1724385338
520,obo,5.3998,26.4869,19.68,95,100,1.2,CF,1724385339
521,jos,9.9167,8.9,17.7,97,100,0.98,NG,1724385226
522,bandarbeyla,9.4942,50.8122,27.97,61,100,9.61,SO,1724385342
523,pachino,36.7186,15.0907,26.17,71,5,1.43,IT,1724385343
524,dieppe,49.75,1.1667,17.79,89,98,1.34,FR,1724385344
525,pathein,16.7833,94.7333,28.94,77,100,2.87,MM,1724385345
526,sodankyla,67.4167,26.6,14.48,89,71,4.01,FI,1724385346
527,santiago de cao,-7.9589,-79.2392,16.07,94,100,4.12,PE,1724385347
528,altai,46.3722,96.2583,18.31,27,58,0.86,MN,1724385348
529,padre bernardo,-15.35,-48.5,20.45,32,0,0.8,BR,1724385349
530,nuevitas,21.5453,-77.2644,27.54,84,32,5.34,CU,1724385350
531,saratoga springs,43.0831,-73.7846,15.76,91,24,1.75,US,1724385130
532,ventspils,57.3894,21.5606,14.96,100,75,3.09,LV,1724385353
533,udangudi,8.4333,78.0167,28.82,67,100,5.64,IN,1724385354
534,leava,-14.3,-178.1667,26.13,80,19,9.89,WF,1724385355
535,san juan de miraflores,-12.1629,-76.9635,15.09,89,100,2.15,PE,1724385356
536,asmar,35.0333,71.3581,23.56,39,7,1.23,AF,1724385357
537,juneau,58.3019,-134.4197,10.23,97,100,4.63,US,1724385105
538,swift current,50.2834,-107.8014,19.45,48,0,2.06,CA,1724385334
539,kuhmo,64.1333,29.5167,15.74,98,100,2.14,FI,1724385362
540,wainwright,52.839,-110.8572,13.94,77,25,3.32,CA,1724385364
541,lazaro cardenas,17.9583,-102.2,27.14,83,69,1.89,MX,1724385365
542,alofi,-19.0595,-169.9187,21.94,94,75,3.6,NU,1724385366
543,khovd,48.0056,91.6419,21.64,27,0,1.98,MN,1724385367
544,bowling green,36.9903,-86.4436,21.19,68,0,1.54,US,1724385092
545,reggane,26.7158,0.1714,35.6,17,0,9.87,DZ,1724385370
546,nogliki,51.8333,143.1667,15.57,82,100,3.16,RU,1724385371
547,scarborough,54.2797,-0.4044,13.14,92,100,4.02,GB,1724385344
548,clarence town,-32.5833,151.7833,19.95,43,100,0.52,AU,1724385373
549,angaur state,6.906,134.13,29.19,74,80,4.42,PW,1724385374
550,labuan,5.2767,115.2417,29.2,74,20,1.03,MY,1724385375
551,watsa,3.0372,29.5355,16.1,98,85,0.82,CD,1724385376
552,comodoro rivadavia,-45.8667,-67.5,4.92,81,0,1.54,AR,1724385205
553,ca mau,9.1769,105.15,32.88,59,100,1.42,VN,1724385379
554,kismayo,-0.3582,42.5454,25.1,79,50,7.37,SO,1724385380
555,lupane,-18.9315,27.807,12.52,79,0,4.94,ZW,1724385381
556,nelson bay,-32.7167,152.15,19.5,59,100,0.89,AU,1724385382
557,laojunmiao,39.8333,97.7333,24.76,28,9,5.63,CN,1724385710
558,shahrak,34.1074,64.3052,17.89,27,0,1.74,AF,1724385712
559,okha,53.5739,142.9478,13.24,94,100,6.43,RU,1724385713
560,torghay,49.6339,63.4981,17.88,64,31,8.1,KZ,1724385714
561,santa cruz,-17.8,-63.1667,18.7,68,75,8.23,BO,1724385283
562,kralendijk,12.15,-68.2667,28.46,84,100,8.66,BQ,1724385716
563,katsuren-haebaru,26.3369,127.8719,31.72,80,40,3.6,JP,1724385717
564,djambala,-2.5447,14.7533,21.53,75,100,3.81,CG,1724385718
565,zambezi,-13.5432,23.1047,13.18,31,3,3.54,ZM,1724385719
566,shingu,33.7333,135.9833,30.76,74,76,4.46,JP,1724385720
567,kitimat,54.0524,-128.6534,20.38,71,100,2.24,CA,1724385722
568,kuraymah,18.55,31.85,29.15,57,91,7.35,SD,1724385723
569,egilsstadir,65.2653,-14.3948,6.95,76,75,5.66,IS,1724385724
570,lesosibirsk,58.2358,92.4828,15.47,91,100,2.57,RU,1724385491
571,papao,-17.75,-149.55,25.82,69,73,10.9,PF,1724385726
572,lorengau,-2.0226,147.2712,25.84,91,100,5.09,PG,1724385727
573,cruzeiro do sul,-29.5128,-51.9853,16.95,89,100,1.74,BR,1724385636
574,taoudenni,22.6783,-3.9836,35.36,30,25,6.69,ML,1724385729
575,toliara,-23.35,43.6667,18.99,80,3,3.55,MG,1724385730
576,muhos,64.808,25.9931,15.53,94,72,2.55,FI,1724385732
577,junin de los andes,-39.9504,-71.0694,0.58,83,100,2.53,AR,1724385733
578,kalaleh,37.3807,55.4916,24.78,47,0,0.0,IR,1724385734
579,flying fish cove,-10.4217,105.6791,26.82,78,100,5.66,CX,1724385735
580,dededo village,13.5178,144.8391,31.25,70,100,4.02,GU,1724385736
581,barranca,-10.75,-77.7667,16.24,86,96,3.3,PE,1724385737
